OBJECTID,PIDN,CITY_TEXT,NUMBER,STREET,GIS_Acreag,LANDVALUE,BLDGVALUE,LANDUSE_TE,YR_BUILT,score2
35193,"041-20-00-007.00",FT WRIGHT,"1881",DIXIE,"1.690",800000,2438000,OFFICE TOWER - 3 STORY & UP,"0000",3
35194,"041-20-00-009.00",FT WRIGHT,"1845",DIXIE,".750",500000,40800,PAVED LOT,"0000",3
35195,"041-20-00-009.01",FT WRIGHT,1817-25,DIXIE,"1.710",1300000,2030000,DRUG STORE/PHARMACY,"0000",3
35196,"041-20-00-010.00",FT WRIGHT,"1504",HENRY CLAY,".230",50000,295000,SINGLE FAMILY,"1946",3
35197,"041-20-00-010.02",FT WRIGHT,"1518",HENRY CLAY,".320",40000,330000,SINGLE FAMILY,"1955",3
35198,"041-20-00-010.03",FT WRIGHT,"1516",HENRY CLAY,".590",40000,369600,SINGLE FAMILY,"1999",3
35199,"041-20-00-010.04",FT WRIGHT,"1508",HENRY CLAY,".230",50000,351600,SINGLE FAMILY,"2019",3
35200,"041-20-00-010.05",FT WRIGHT,,HENRY CLAY,".230",70000,0,VACANT LAND,"0000",3
35201,"041-20-00-012.00",FT WRIGHT,"1500",HENRY CLAY,".510",125000,338000,SINGLE FAMILY,"2009",3
35202,"041-20-00-012.01",FT WRIGHT,"1514",HENRY CLAY,".650",50000,215000,TWO FAMILY,"1993",3
35203,"041-20-00-013.00",FT WRIGHT,"1510",HENRY CLAY,".220",50000,173700,SINGLE FAMILY,"1952",3
35204,"041-20-00-013.01",FT WRIGHT,"112",BASSWOOD,".230",45000,211500,TWO FAMILY,"1953",3
35205,"041-20-00-013.02",FT WRIGHT,"114",BASSWOOD,".230",45000,145000,TWO FAMILY,"1953",3
35206,"041-20-00-013.03",FT WRIGHT,"121",BASSWOOD,".130",45000,205000,SINGLE FAMILY,"1982",3
35207,"041-20-00-013.04",FT WRIGHT,"1605",CRITTENDEN,".220",45000,183800,SINGLE FAMILY,"1949",3
35208,"041-20-00-014.01",FT WRIGHT,"102",BASSWOOD,".230",45000,178200,SINGLE FAMILY,"1954",3
35209,"041-20-00-014.02",FT WRIGHT,"104",BASSWOOD,".200",45000,176100,SINGLE FAMILY,"1954",3
35210,"041-20-00-014.03",FT WRIGHT,"106",BASSWOOD,".200",45000,209600,SINGLE FAMILY,"1954",3
35211,"041-20-00-014.04",FT WRIGHT,"108",BASSWOOD,".200",45000,172700,SINGLE FAMILY,"1954",3
35212,"041-20-00-014.05",FT WRIGHT,"110",BASSWOOD,".200",45000,127400,SINGLE FAMILY,"1953",3
35213,"041-20-00-014.06",FT WRIGHT,"116",BASSWOOD,".210",45000,185000,SINGLE FAMILY,"1945",3
35214,"041-20-00-014.07",FT WRIGHT,"118",BASSWOOD,".200",45000,193000,SINGLE FAMILY,"1946",3
35215,"041-20-00-014.08",FT WRIGHT,"120",BASSWOOD,".200",45000,171500,SINGLE FAMILY,"1946",3
35216,"041-20-00-014.09",FT WRIGHT,"122",BASSWOOD,".200",45000,175300,SINGLE FAMILY,"1945",3
35217,"041-20-00-014.10",FT WRIGHT,"124",BASSWOOD,".200",45000,172700,SINGLE FAMILY,"1945",3
35218,"041-20-00-014.11",FT WRIGHT,"126",BASSWOOD,".200",45000,168100,SINGLE FAMILY,"1954",3
35219,"041-20-00-014.12",FT WRIGHT,"128",BASSWOOD,".200",45000,178000,SINGLE FAMILY,"1953",3
35220,"041-20-00-014.13",FT WRIGHT,"129",BASSWOOD,".330",45000,280000,SINGLE FAMILY,"1961",3
35221,"041-20-00-014.14",FT WRIGHT,"130",BASSWOOD,".200",45000,166100,SINGLE FAMILY,"1953",3
35222,"041-20-00-014.15",FT WRIGHT,"134",BASSWOOD,"1.460",75000,464900,SINGLE FAMILY,"1945",3
35223,"041-20-00-014.16",FT WRIGHT,"139",BASSWOOD,".240",45000,181800,SINGLE FAMILY,"1961",3
35224,"041-20-00-014.17",FT WRIGHT,"141",BASSWOOD,".260",45000,239200,SINGLE FAMILY,"1961",3
35225,"041-20-00-014.18",FT WRIGHT,"1",BLUEGRASS,".310",45000,199100,SINGLE FAMILY,"2005",3
35226,"041-20-00-014.19",FT WRIGHT,"10",BLUEGRASS,"2.190",285500,145000,ORGANIZATIONAL MEETING HALL,"0000",3
35227,"041-20-00-014.20",FT WRIGHT,"105",BLUEGRASS,".400",45000,0,VACANT LAND,"0000",3
35228,"041-20-00-014.21",FT WRIGHT,"102",CHRISTINE,".310",40000,196300,SINGLE FAMILY,"1953",3
35229,"041-20-00-014.22",FT WRIGHT,"105",CHRISTINE,".170",8000,0,NONBUILDABLE LOT/LAND,"0000",3
35230,"041-20-00-014.23",FT WRIGHT,"101",BLUEGRASS,"4.270",534000,390000,SWIM CLUB,"0000",3
35231,"041-20-00-014.24",FT WRIGHT,"103",CHRISTINE,".270",40000,217000,SINGLE FAMILY,"1953",3
35232,"041-20-00-014.25",FT WRIGHT,"143",BASSWOOD,".390",45000,145000,TWO FAMILY,"1961",3
35233,"041-20-00-014.26",FT WRIGHT,"101",CHRISTINE,".260",40000,278200,SINGLE FAMILY,"1953",3
35234,"041-20-00-016.00",FT WRIGHT,"2",AUGUSTA,".170",40000,132800,SINGLE FAMILY,"1930",3
35235,"041-20-00-016.01",FT WRIGHT,2-A,AUGUSTA,".180",40000,222700,SINGLE FAMILY,"1961",3
35236,"041-20-00-017.00",FT WRIGHT,"4",AUGUSTA,".170",40000,292000,SINGLE FAMILY,"1930",3
35237,"041-20-00-017.01",FT WRIGHT,"6",AUGUSTA,".170",40000,228800,SINGLE FAMILY,"1954",3
35238,"041-20-00-018.00",FT WRIGHT,"9",AUGUSTA,".180",45000,222600,SINGLE FAMILY,"1952",3
35239,"041-20-00-019.00",FT WRIGHT,"10",AUGUSTA,".160",40000,301700,SINGLE FAMILY,"1949",3
35240,"041-20-00-019.01",FT WRIGHT,"8",AUGUSTA,".160",40000,245000,SINGLE FAMILY,"1950",3
35241,"041-20-00-020.00",FT WRIGHT,"12",AUGUSTA,".360",40000,232300,SINGLE FAMILY,"1949",3
35242,"041-20-00-020.01",FT WRIGHT,"14",AUGUSTA,".320",45000,177100,SINGLE FAMILY,"1943",3
35243,"041-20-00-021.00",FT WRIGHT,"15",AUGUSTA,".200",45000,202900,SINGLE FAMILY,"1950",3
35244,"041-20-00-022.00",FT WRIGHT,"17",AUGUSTA,".370",45000,251400,SINGLE FAMILY,"1951",3
35245,"041-20-00-023.00",FT WRIGHT,"18",AUGUSTA,".140",45000,222800,SINGLE FAMILY,"1952",3
35246,"041-20-00-023.01",FT WRIGHT,"16",AUGUSTA,".310",45000,215300,SINGLE FAMILY,"1940",3
35247,"041-20-00-024.00",FT WRIGHT,"20",AUGUSTA,".130",45000,215300,SINGLE FAMILY,"1949",3
35248,"041-20-00-025.00",FT WRIGHT,"21",AUGUSTA,".170",45000,206600,SINGLE FAMILY,"1951",3
35249,"041-20-00-026.00",FT WRIGHT,"22",AUGUSTA,".140",45000,195500,SINGLE FAMILY,"1950",3
35250,"041-20-00-027.00",FT WRIGHT,"23",AUGUSTA,".170",45000,285000,SINGLE FAMILY,"1951",3
35251,"041-20-00-028.00",FT WRIGHT,"24",AUGUSTA,".160",45000,222900,SINGLE FAMILY,"1950",3
35252,"041-20-00-029.00",FT WRIGHT,"25",AUGUSTA,".170",45000,260000,SINGLE FAMILY,"1950",3
35253,"041-20-00-030.00",FT WRIGHT,"26",AUGUSTA,".180",45000,202700,SINGLE FAMILY,"1950",3
35254,"041-20-00-031.00",FT WRIGHT,"27",AUGUSTA,".170",45000,204200,SINGLE FAMILY,"1950",3
35255,"041-20-00-032.00",FT WRIGHT,"28",AUGUSTA,".420",45000,222800,SINGLE FAMILY,"1950",3
35256,"041-20-00-033.00",FT WRIGHT,"29",AUGUSTA,".170",45000,185800,SINGLE FAMILY,"1950",3
35257,"041-20-00-034.00",FT WRIGHT,"30",AUGUSTA,".240",45000,297000,SINGLE FAMILY,"1951",3
35258,"041-20-00-035.00",FT WRIGHT,"31",AUGUSTA,".170",45000,214800,SINGLE FAMILY,"1950",3
35259,"041-20-00-036.00",FT WRIGHT,"33",AUGUSTA,".170",45000,215000,SINGLE FAMILY,"1949",3
35260,"041-20-00-036.01",FT WRIGHT,"35",AUGUSTA,".170",45000,248000,SINGLE FAMILY,"1949",3
35261,"041-20-00-037.00",FT WRIGHT,"34",AUGUSTA,".880",45000,255000,SINGLE FAMILY,"1951",3
35262,"041-20-00-038.00",FT WRIGHT,"36",AUGUSTA,".340",45000,217000,SINGLE FAMILY,"1949",3
35263,"041-20-00-039.00",FT WRIGHT,"12",BARBARA,".500",45000,185400,SINGLE FAMILY,"1953",3
35264,"041-20-00-039.01",FT WRIGHT,"37",AUGUSTA,".260",45000,217500,SINGLE FAMILY,"1949",3
35265,"041-20-00-040.00",FT WRIGHT,"38",AUGUSTA,".210",45000,220000,SINGLE FAMILY,"1950",3
35266,"041-20-00-041.00",FT WRIGHT,"39",AUGUSTA,".170",45000,238900,SINGLE FAMILY,"1949",3
35267,"041-20-00-042.00",FT WRIGHT,"41",AUGUSTA,".160",45000,215300,SINGLE FAMILY,"1949",3
35268,"041-20-00-043.00",FT WRIGHT,"43",AUGUSTA,".120",45000,202900,SINGLE FAMILY,"1949",3
35269,"041-20-00-044.00",FT WRIGHT,"102",BARRINGTON,".190",40000,179200,SINGLE FAMILY,"1949",2.875
35270,"041-20-00-045.00",FT WRIGHT,"104",BARRINGTON,".120",40000,135500,SINGLE FAMILY,"1949",2.875
35271,"041-20-00-046.00",FT WRIGHT,"106",BARRINGTON,".170",40000,164200,SINGLE FAMILY,"1950",2.875
35272,"041-20-00-047.00",FT WRIGHT,"108",BARRINGTON,".140",40000,164200,SINGLE FAMILY,"1950",2.875
35273,"041-20-00-048.00",FT WRIGHT,"110",BARRINGTON,".140",40000,107600,SINGLE FAMILY,"1950",2.875
35274,"041-20-00-049.00",FT WRIGHT,"112",BARRINGTON,".140",40000,175000,SINGLE FAMILY,"1946",2.875
35275,"041-20-00-050.00",FT WRIGHT,"113",BARRINGTON,".180",40000,172800,SINGLE FAMILY,"1946",2.875
35276,"041-20-00-050.01",FT WRIGHT,"115",BARRINGTON,".200",40000,221900,SINGLE FAMILY,"1937",2.875
35277,"041-20-00-051.00",FT WRIGHT,"114",BARRINGTON,".220",40000,128800,SINGLE FAMILY,"1942",2.875
35278,"041-20-00-052.00",FT WRIGHT,"1628",CRITTENDEN,".220",45000,501000,SINGLE FAMILY,"2016",3
35279,"041-20-00-052.01",FT WRIGHT,"1626",CRITTENDEN,".220",45000,186100,SINGLE FAMILY,"1937",3
35280,"041-20-00-052.03",FT WRIGHT,"1609",CRITTENDEN,".220",45000,208600,SINGLE FAMILY,"1938",3
35281,"041-20-00-052.04",FT WRIGHT,"1612",CRITTENDEN,".330",45000,204400,SINGLE FAMILY,"1941",3
35282,"041-20-00-052.05",FT WRIGHT,"1627",CRITTENDEN,".280",45000,383400,SINGLE FAMILY,"2016",2.9375
35283,"041-20-00-052.06",FT WRIGHT,"1625",CRITTENDEN,".260",45000,424500,SINGLE FAMILY,"2016",2.9375
35284,"041-20-00-053.00",FT WRIGHT,"1630",CRITTENDEN,".260",45000,180000,SINGLE FAMILY,"1929",3
35285,"041-20-00-053.01",FT WRIGHT,"1607",CRITTENDEN,".240",45000,203300,SINGLE FAMILY,"1932",3
35286,"041-20-00-053.02",FT WRIGHT,"1608",CRITTENDEN,".270",45000,220300,SINGLE FAMILY,"1940",3
35287,"041-20-00-053.03",FT WRIGHT,"1611",CRITTENDEN,".220",45000,190100,SINGLE FAMILY,"1990",3
35288,"041-20-00-053.04",FT WRIGHT,"1613",CRITTENDEN,".220",45000,207500,SINGLE FAMILY,"1940",2.9375
35289,"041-20-00-053.05",FT WRIGHT,"1615",CRITTENDEN,".220",45000,196900,SINGLE FAMILY,"1949",2.9375
35290,"041-20-00-053.06",FT WRIGHT,"1616",CRITTENDEN,".220",45000,199400,SINGLE FAMILY,"1940",3
35291,"041-20-00-053.07",FT WRIGHT,"1617",CRITTENDEN,".220",45000,191500,SINGLE FAMILY,"1925",2.9375
35292,"041-20-00-053.08",FT WRIGHT,"1618",CRITTENDEN,".220",45000,191400,SINGLE FAMILY,"1928",3
35293,"041-20-00-053.09",FT WRIGHT,"1619",CRITTENDEN,".220",45000,143500,SINGLE FAMILY,"1956",2.9375
35294,"041-20-00-053.10",FT WRIGHT,"1620",CRITTENDEN,".220",45000,125000,TWO FAMILY,"1978",3
35295,"041-20-00-053.11",FT WRIGHT,"1622",CRITTENDEN,".220",45000,125000,TWO FAMILY,"1978",3
35296,"041-20-00-053.12",FT WRIGHT,"1623",CRITTENDEN,".440",45000,186300,SINGLE FAMILY,"1958",2.9375
35297,"041-20-00-053.13",FT WRIGHT,"1624",CRITTENDEN,".220",45000,188300,SINGLE FAMILY,"1943",3
35298,"041-20-00-053.14",FT WRIGHT,"111",BASSWOOD,".280",45000,365000,TWO FAMILY,"2004",3
35299,"041-20-00-053.15",FT WRIGHT,"1614",CRITTENDEN,".220",45000,405000,SINGLE FAMILY,"2012",3
35300,"041-20-00-054.00",FT WRIGHT,"1",GLAZIER,".120",40000,208500,SINGLE FAMILY,"1954",2.875
35301,"041-20-00-055.00",FT WRIGHT,"2",GLAZIER,".150",40000,225000,SINGLE FAMILY,"1940",2.875
35302,"041-20-00-056.00",FT WRIGHT,"3",GLAZIER,".120",40000,170600,SINGLE FAMILY,"1941",2.875
35303,"041-20-00-057.00",FT WRIGHT,"4",GLAZIER,".170",40000,166200,SINGLE FAMILY,"1937",2.875
35304,"041-20-00-058.00",FT WRIGHT,"5",GLAZIER,".150",40000,190200,SINGLE FAMILY,"1947",2.875
35305,"041-20-00-059.00",FT WRIGHT,"6",GLAZIER,".170",40000,184900,SINGLE FAMILY,"1955",2.875
35306,"041-20-00-060.00",FT WRIGHT,"7",GLAZIER,".170",40000,164200,SINGLE FAMILY,"1940",2.875
35307,"041-20-00-061.00",FT WRIGHT,"9",GLAZIER,".170",40000,154900,SINGLE FAMILY,"1940",2.875
35308,"041-20-00-062.00",FT WRIGHT,"10",GLAZIER,".170",40000,197400,SINGLE FAMILY,"1940",2.875
35309,"041-20-00-063.00",FT WRIGHT,"11",GLAZIER,".170",40000,162300,SINGLE FAMILY,"1940",2.875
35310,"041-20-00-064.00",FT WRIGHT,"12",GLAZIER,".170",40000,174800,SINGLE FAMILY,"1930",2.875
35311,"041-20-00-065.00",FT WRIGHT,"14",GLAZIER,".170",40000,225700,SINGLE FAMILY,"1930",2.875
35312,"041-20-00-066.00",FT WRIGHT,"15",GLAZIER,".170",40000,160000,SINGLE FAMILY,"1940",2.875
35313,"041-20-00-066.01",FT WRIGHT,"13",GLAZIER,".170",40000,350000,SINGLE FAMILY,"2020",2.875
35314,"041-20-00-067.00",FT WRIGHT,"16",GLAZIER,".170",40000,164200,SINGLE FAMILY,"1946",2.875
35315,"041-20-00-068.00",FT WRIGHT,"17",GLAZIER,".170",40000,147000,SINGLE FAMILY,"1940",3
35316,"041-20-00-069.00",FT WRIGHT,"18",GLAZIER,".170",40000,254900,SINGLE FAMILY,"1940",2.9375
35317,"041-20-00-070.00",FT WRIGHT,"19",GLAZIER,".170",40000,202600,SINGLE FAMILY,"1940",3
35318,"041-20-00-071.00",FT WRIGHT,"20",GLAZIER,".250",40000,179600,SINGLE FAMILY,"1940",3
35319,"041-20-00-072.00",FT WRIGHT,"21",GLAZIER,".200",40000,157900,SINGLE FAMILY,"1940",3
35320,"041-20-00-073.00",FT WRIGHT,"24",GLAZIER,".250",40000,174600,SINGLE FAMILY,"1945",3
35321,"041-20-00-074.00",FT WRIGHT,"26",GLAZIER,".150",40000,163600,SINGLE FAMILY,"1948",3
35322,"041-20-00-075.00",FT WRIGHT,"8",GLAZIER,".170",40000,221600,SINGLE FAMILY,"1944",2.875
35323,"041-20-00-075.01",FT WRIGHT,"1633",GLAZIER,".190",35000,177900,SINGLE FAMILY,"1962",2.875
35324,"041-20-00-075.02",FT WRIGHT,"1635",GLAZIER,".190",35000,184800,SINGLE FAMILY,"1961",2.875
35325,"041-20-00-075.03",FT WRIGHT,"1637",GLAZIER,".220",35000,233000,SINGLE FAMILY,"1967",2.875
35326,"041-20-00-075.04",FT WRIGHT,"1638",GLAZIER,".210",35000,220000,SINGLE FAMILY,"1965",2.875
35327,"041-20-00-075.05",FT WRIGHT,"1634",GLAZIER,".210",35000,152500,SINGLE FAMILY,"1961",2.875
35328,"041-20-00-075.06",FT WRIGHT,"1636",GLAZIER,".190",35000,176000,SINGLE FAMILY,"1961",2.875
35329,"041-20-00-076.00",FT WRIGHT,"1",HIGHVIEW,".350",30000,227000,SINGLE FAMILY,"1961",3
35330,"041-20-00-077.00",FT WRIGHT,"3",HIGHVIEW,".340",30000,274200,SINGLE FAMILY,"1952",3
35331,"041-20-00-078.00",FT WRIGHT,"5",HIGHVIEW,".470",30000,268800,SINGLE FAMILY,"1951",3
35332,"041-20-00-079.00",FT WRIGHT,"7",HIGHVIEW,".510",30000,177400,SINGLE FAMILY,"1955",3
35333,"041-20-00-080.00",FT WRIGHT,"9",HIGHVIEW,".710",30000,196500,SINGLE FAMILY,"1954",3
35334,"041-20-00-080.01",FT WRIGHT,"11",HIGHVIEW,"1.260",50000,0,VACANT LAND,"0000",3
35335,"041-20-00-080.02",FT WRIGHT,"15",HIGHVIEW,".590",30000,605000,SINGLE FAMILY,"1954",3
35336,"041-20-00-081.00",FT WRIGHT,"1",HOWARD,".160",40000,162300,SINGLE FAMILY,"1939",2.875
35337,"041-20-00-082.00",FT WRIGHT,"2",HOWARD,".250",40000,172800,SINGLE FAMILY,"1940",2.875
35338,"041-20-00-083.00",FT WRIGHT,"3",HOWARD,".150",40000,178400,SINGLE FAMILY,"1940",2.875
35339,"041-20-00-083.01",FT WRIGHT,"22",HOWARD,".140",40000,172800,SINGLE FAMILY,"1950",2.9375
35340,"041-20-00-084.00",FT WRIGHT,"5",HOWARD,".170",40000,174600,SINGLE FAMILY,"1942",2.875
35341,"041-20-00-085.00",FT WRIGHT,"7",HOWARD,".170",40000,127500,SINGLE FAMILY,"1948",2.875
35342,"041-20-00-086.00",FT WRIGHT,"9",HOWARD,".170",40000,177800,SINGLE FAMILY,"1947",2.875
35343,"041-20-00-087.00",FT WRIGHT,"10",HOWARD,".330",40000,225000,SINGLE FAMILY,"1946",2.875
35344,"041-20-00-088.00",FT WRIGHT,"11",HOWARD,".150",40000,177800,SINGLE FAMILY,"1946",2.875
35345,"041-20-00-088.01",FT WRIGHT,"13",HOWARD,".170",40000,141500,SINGLE FAMILY,"1947",2.875
35346,"041-20-00-089.00",FT WRIGHT,"12",HOWARD,".160",40000,212000,SINGLE FAMILY,"1945",2.875
35347,"041-20-00-089.01",FT WRIGHT,"14",HOWARD,".170",40000,172800,SINGLE FAMILY,"1945",2.875
35348,"041-20-00-089.02",FT WRIGHT,"16",HOWARD,".160",40000,172800,SINGLE FAMILY,"1944",2.875
35349,"041-20-00-090.00",FT WRIGHT,"15",HOWARD,".170",40000,189300,SINGLE FAMILY,"1945",2.875
35350,"041-20-00-090.01",FT WRIGHT,"17",HOWARD,".190",40000,177800,SINGLE FAMILY,"1947",2.875
35351,"041-20-00-091.00",FT WRIGHT,"18",HOWARD,".150",40000,166200,SINGLE FAMILY,"1944",2.875
35352,"041-20-00-092.00",FT WRIGHT,"19",HOWARD,".170",40000,188300,SINGLE FAMILY,"1947",3
35353,"041-20-00-093.00",FT WRIGHT,"20",HOWARD,".110",40000,140000,SINGLE FAMILY,"1945",2.875
35354,"041-20-00-094.00",FT WRIGHT,"21",HOWARD,".340",40000,217000,SINGLE FAMILY,"1947",3
35355,"041-20-00-095.00",FT WRIGHT,"5",KENNEDY,".180",45000,405000,TWO FAMILY,"1934",3
35356,"041-20-00-095.01",FT WRIGHT,"79",KYLES,".140",40000,100600,SINGLE FAMILY,"1939",3
35357,"041-20-00-095.02",FT WRIGHT,"81",KYLES,".190",40000,180000,SINGLE FAMILY,"1929",3
35358,"041-20-00-095.03",FT WRIGHT,"83",KYLES,".220",40000,187500,SINGLE FAMILY,"1929",3
35359,"041-20-00-095.04",FT WRIGHT,"85",KYLES,".220",40000,226200,SINGLE FAMILY,"1929",3
35360,"041-20-00-096.00",FT WRIGHT,"10",KENNEDY,".120",40000,232700,SINGLE FAMILY,"1938",3
35361,"041-20-00-097.00",FT WRIGHT,"12",KENNEDY,".150",40000,242200,SINGLE FAMILY,"1938",3
35362,"041-20-00-098.00",FT WRIGHT,"14",KENNEDY,".190",40000,193700,SINGLE FAMILY,"1951",3
35363,"041-20-00-099.00",FT WRIGHT,"8",KENNEDY,".340",40000,192000,SINGLE FAMILY,"1957",3
35364,"041-20-00-099.01",FT WRIGHT,"18",LAKE,".150",40000,185500,SINGLE FAMILY,"1942",3
35365,"041-20-00-100.00",FT WRIGHT,"101",KENNEDY,".270",45000,220000,THREE FAMILY,"1952",3
35366,"041-20-00-100.01",FT WRIGHT,"13",KENNEDY,".210",45000,265000,SINGLE FAMILY,"1938",3
35367,"041-20-00-100.02",FT WRIGHT,"1",ROSA,"1.510",45000,150900,SINGLE FAMILY,"1971",3
35368,"041-20-00-100.03",FT WRIGHT,"11",KENNEDY,".220",45000,405000,SINGLE FAMILY,"2014",3
35369,"041-20-00-101.00",FT WRIGHT,"106",KENNEDY,".180",40000,215000,SINGLE FAMILY,"1952",3
35370,"041-20-00-102.00",FT WRIGHT,"108",KENNEDY,".170",40000,174600,SINGLE FAMILY,"1956",3
35371,"041-20-00-103.00",FT WRIGHT,"115",KENNEDY,"2.230",412500,150000,ORGANIZATIONAL MEETING HALL,"0000",3
35372,"041-20-00-104.00",FT WRIGHT,"110",KENNEDY,".220",40000,165800,SINGLE FAMILY,"1951",3
35373,"041-20-00-105.00",FT WRIGHT,"112",KENNEDY,".170",45000,185000,TWO FAMILY,"1951",3
35374,"041-20-00-105.01",FT WRIGHT,"114",KENNEDY,".210",40000,172800,SINGLE FAMILY,"1952",3
35375,"041-20-00-105.02",FT WRIGHT,"116",KENNEDY,".300",40000,182400,SINGLE FAMILY,"1953",3
35376,"041-20-00-105.03",FT WRIGHT,"118",KENNEDY,".390",40000,172700,SINGLE FAMILY,"1945",3
35377,"041-20-00-105.04",FT WRIGHT,"120",KENNEDY,".360",30000,227000,SINGLE FAMILY,"1950",3
35378,"041-20-00-106.00",FT WRIGHT,"124",KENNEDY,".250",30000,132900,SINGLE FAMILY,"1952",3
35379,"041-20-00-107.00",FT WRIGHT,"126",KENNEDY,".400",30000,202000,SINGLE FAMILY,"1952",3
35380,"041-20-00-108.00",FT WRIGHT,"127",KENNEDY,".410",60000,690000,MULTIPLE RESIDENCES,"2023",3
35381,"041-20-00-109.00",FT WRIGHT,"128",KENNEDY,".360",30000,173700,SINGLE FAMILY,"1935",3
35382,"041-20-00-111.00",FT WRIGHT,"130",KENNEDY,".340",30000,194300,SINGLE FAMILY,"1947",3
35383,"041-20-00-112.00",FT WRIGHT,"131",KENNEDY,".150",30000,195000,SINGLE FAMILY,"1955",3
35384,"041-20-00-113.00",FT WRIGHT,"132",KENNEDY,".330",30000,168700,SINGLE FAMILY,"1939",3
35385,"041-20-00-113.01",FT WRIGHT,"61",RIVARD,".730",30000,249700,SINGLE FAMILY,"1951",3
35386,"041-20-00-113.02",FT WRIGHT,"59",RIVARD,".860",30000,226100,SINGLE FAMILY,"1927",3
35387,"041-20-00-113.03",FT WRIGHT,"57",RIVARD,".430",30000,202300,SINGLE FAMILY,"1940",3
35388,"041-20-00-114.00",FT WRIGHT,"94",KYLES,".150",45000,135000,TWO FAMILY,"1955",3
35389,"041-20-00-115.00",FT WRIGHT,"101",KYLES,".200",45000,265000,TWO FAMILY,"1958",3
35390,"041-20-00-116.00",FT WRIGHT,"103",KYLES,".190",40000,223000,SINGLE FAMILY,"1938",3
35391,"041-20-00-117.00",FT WRIGHT,"105",KYLES,".190",40000,201400,SINGLE FAMILY,"1953",3
35392,"041-20-00-117.01",FT WRIGHT,"107",KYLES,".580",60000,245300,SINGLE FAMILY,"1952",3
35393,"041-20-00-118.00",FT WRIGHT,"111",KYLES,".200",40000,90000,SINGLE FAMILY,"1942",3
35394,"041-20-00-119.00",FT WRIGHT,"113",KYLES,".200",40000,183400,SINGLE FAMILY,"1943",3
35395,"041-20-00-120.00",FT WRIGHT,"115",KYLES,".180",40000,200000,SINGLE FAMILY,"1950",3
35396,"041-20-00-121.00",FT WRIGHT,"117",KYLES,".180",45000,130000,TWO FAMILY,"1952",3
35397,"041-20-00-122.00",FT WRIGHT,"7",LAKE,".180",45000,135000,TWO FAMILY,"1963",3
35398,"041-20-00-123.00",FT WRIGHT,"9",LAKE,".180",40000,282000,SINGLE FAMILY,"1939",3
35399,"041-20-00-123.01",FT WRIGHT,"1",LAKE,".410",40000,218800,SINGLE FAMILY,"1928",3
35400,"041-20-00-123.02",FT WRIGHT,,LAKE,".510",85000,0,VACANT LAND,"0000",3
35401,"041-20-00-124.00",FT WRIGHT,"10",LAKE,".380",40000,251600,SINGLE FAMILY,"1949",3
35402,"041-20-00-125.00",FT WRIGHT,"11",LAKE,".180",40000,209100,SINGLE FAMILY,"1928",3
35403,"041-20-00-126.00",FT WRIGHT,"12",LAKE,".190",40000,221600,SINGLE FAMILY,"1929",3
35404,"041-20-00-127.00",FT WRIGHT,"15",LAKE,".180",40000,182600,SINGLE FAMILY,"1930",3
35405,"041-20-00-128.00",FT WRIGHT,"17",LAKE,".180",40000,292600,SINGLE FAMILY,"1929",3
35406,"041-20-00-129.00",FT WRIGHT,"19",LAKE,".170",40000,251000,SINGLE FAMILY,"1954",3
35407,"041-20-00-130.00",FT WRIGHT,"20",LAKE,".150",40000,212000,SINGLE FAMILY,"1937",3
35408,"041-20-00-131.00",FT WRIGHT,"21",LAKE,".210",45000,265000,TWO FAMILY,"1950",3
35409,"041-20-00-132.00",FT WRIGHT,"22",LAKE,".310",40000,324900,SINGLE FAMILY,"1936",3
35410,"041-20-00-133.00",FT WRIGHT,"23",LAKE,".270",40000,228700,SINGLE FAMILY,"1950",3
35411,"041-20-00-134.00",FT WRIGHT,"25",LAKE,".330",40000,185600,SINGLE FAMILY,"1928",3
35412,"041-20-00-135.00",FT WRIGHT,"26",LAKE,".290",40000,225100,SINGLE FAMILY,"1940",3
35413,"041-20-00-136.00",FT WRIGHT,"27",LAKE,".400",50000,335000,4 UNIT APARTMENTS,"0000",3
35414,"041-20-00-136.01",FT WRIGHT,"28",LAKE,".410",40000,250300,SINGLE FAMILY,"1968",3
35415,"041-20-00-137.00",FT WRIGHT,"8",LAKE,".210",40000,172800,SINGLE FAMILY,"1950",3
35416,"041-20-00-137.01",FT WRIGHT,"6",LAKE,".450",40000,193200,SINGLE FAMILY,"1950",3
35417,"041-20-00-138.00",FT WRIGHT,"1671",PARK,"2.890",433500,2260000,OFFICE BLDG 1 OR 2 STORY,"0000",2.875
35418,"041-20-00-139.00",FT WRIGHT,"1",PARK,".300",40000,198100,SINGLE FAMILY,"1925",2.875
35419,"041-20-00-139.01",FT WRIGHT,"5",PARK,".260",40000,187500,SINGLE FAMILY,"1938",2.875
35420,"041-20-00-140.00",FT WRIGHT,"28",PARK,".220",40000,201900,SINGLE FAMILY,"1924",2.875
35421,"041-20-00-141.00",FT WRIGHT,"30",PARK,".230",40000,178000,SINGLE FAMILY,"1924",2.875
35422,"041-20-00-142.00",FT WRIGHT,"32",PARK,".230",40000,172100,SINGLE FAMILY,"1930",2.9375
35423,"041-20-00-142.01",FT WRIGHT,1609-11,MARCELLA,".240",45000,165000,TWO FAMILY,"1958",3
35424,"041-20-00-142.02",FT WRIGHT,1621-23,MARCELLA,".210",45000,155500,TWO FAMILY,"1960",3
